Title,Company Name,Location,Posted,Type,Experience,Link
Application Support L2 (.NET),Bamboo Card,"Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/llrscfdznajj-application-support-l2-net-bamboo-card-dubai-united-arab-emirates
Project Manager - Marketing - Saudi National,Energy Job Search,"Riyadh, Saudi Arabia ",14 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gmugfj1fjrxh-project-manager-marketing-saudi-national-energy-job-search-riyadh-saudi-arabia
Stakeholder Manager,GHD,"Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/tfpvbayutxar-stakeholder-manager-ghd-dubai-united-arab-emirates
SAP SuccessFactors Consultant,Envision Employment Solutions,"Riyadh, Saudi Arabia ",17 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gq2alm8cgap5-sap-successfactors-consultant-envision-employment-solutions-riyadh-saudi-arabia
Solution Architect - IaaS Cloud,Ingram Micro Gulf,"Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/dqs0upchdalz-solution-architect-iaas-cloud-ingram-micro-gulf-dubai-united-arab-emirates
"Senior Manager, Process Development",Ceer,"Riyadh, Saudi Arabia ",17 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/en9btx11kqhf-senior-manager-process-development-ceer-riyadh-saudi-arabia
Lead Planning Engineer,Etihad,"Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/nklpmdzliqdl-lead-planning-engineer-etihad-dubai-united-arab-emirates
Lead Field Service Rep - Water,"Nalco Water, An Ecolab Company","Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/luz7pla5buwk-lead-field-service-rep-water-nalco-water-an-ecolab-company-dubai-united-arab-emirates
"Director, Middle East and Africa",Times Higher Education,"Dubai, United Arab Emirates ",16 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/yvie3zkojcnq-director-middle-east-and-africa-times-higher-education-dubai-united-arab-emirates
Business Development Manager (Lifestyle Expansion),Revolut,"Dubai, United Arab Emirates ",16 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/kqdhbfqsxdao-business-development-manager-lifestyle-expansion-revolut-dubai-united-arab-emirates
Business Analyst,Almarai  المراعي,"Riyadh, Saudi Arabia ",18 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/wqbykqs22cnq-business-analyst-almarai-almraaay-riyadh-saudi-arabia
Security Solutions Engineer,SamaWave Solutions,"Makkah, Saudi Arabia ",17 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/wkfcc7ewkfql-security-solutions-engineer-samawave-solutions-makkah-saudi-arabia
"Manager, Operations Project Management (1009)",Team Saudi,"Riyadh, Saudi Arabia ",18 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/lt5ddxf7tsty-manager-operations-project-management-1009-team-saudi-riyadh-saudi-arabia
Infrastructure Engineer,InterSystems,"Riyadh, Saudi Arabia ",17 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/qlpsnuykzd0y-infrastructure-engineer-intersystems-riyadh-saudi-arabia
UX Researcher / On-Demand,UX Labs,"Riyadh, Saudi Arabia ",18 days ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/pio3sscqx0io-ux-researcher-on-demand-ux-labs-riyadh-saudi-arabia
Senior Planning Engineer,Parsons Corporation,"Riyadh, Saudi Arabia ",18 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/e8bue9snjgg4-senior-planning-engineer-parsons-corporation-riyadh-saudi-arabia
Senior Project Manager – Capital Projects,Confidential Government,"Riyadh, Saudi Arabia ",18 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/2bj6f1npuwyy-senior-project-manager-capital-projects-confidential-government-riyadh-saudi-arabia
"Senior Geologist, II",Ma'aden,"Riyadh, Saudi Arabia ",18 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/89avfliwoufc-senior-geologist-ii-maaden-riyadh-saudi-arabia
Professional Services Consultant,NetApp,"Riyadh, Saudi Arabia ",19 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/giy5lxqlvznw-professional-services-consultant-netapp-riyadh-saudi-arabia
Remote Entry Level Systems Developer,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/pp1d1zcxu75y-remote-entry-level-systems-developer-jobgether-riyadh-saudi-arabia
Research Scientist Intern,GenBio AI,"Dubai, United Arab Emirates ",19 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/grfqi1aupi3m-research-scientist-intern-genbio-ai-dubai-united-arab-emirates
Research Engineer Intern,GenBio AI,"Dubai, United Arab Emirates ",19 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/o6gj23r7ioyd-research-engineer-intern-genbio-ai-dubai-united-arab-emirates
Remote Product Lead - Group,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mqufwwtf373t-remote-product-lead-group-jobgether-riyadh-saudi-arabia
Commercial Insurance Account Manager - REMOTE,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/jxe3fh17ixkk-commercial-insurance-account-manager-remote-jobgether-riyadh-saudi-arabia
Sr. Business Manager - REMOTE,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/wjxwt7tug0eb-sr-business-manager-remote-jobgether-riyadh-saudi-arabia
Customer Success Manager REMOTE,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/8xkajnx4ogyd-customer-success-manager-remote-jobgether-riyadh-saudi-arabia
Vice President of Program Management - Remote,Jobgether,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/9drpxjaqdps3-vice-president-of-program-management-remote-jobgether-dubai-united-arab-emirates
UI/UX Specialist - REMOTE,Jobgether,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/5ngvs17yenin-uiux-specialist-remote-jobgether-riyadh-saudi-arabia
Product Designer - Design System Specialist,Huspy,"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/g3fddjbnybdm-product-designer-design-system-specialist-huspy-riyadh-saudi-arabia
"Senior Enterprise Account Manager, MENAT Enterprise Greenfield",Amazon Web Services (AWS),"Riyadh, Saudi Arabia ",20 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/iqm6ko3aklgw-senior-enterprise-account-manager-menat-enterprise-greenfield-amazon-web-services-aws-riyadh-saudi-arabia
Engineer - Customer Project Engineering,Baker Hughes,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/rumgthst8hk1-engineer-customer-project-engineering-baker-hughes-dubai-united-arab-emirates
Enterprise Programs Director,Aspen Technology,"Riyadh, Saudi Arabia ",21 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/lheot8ywhm7x-enterprise-programs-director-aspen-technology-riyadh-saudi-arabia
R&D Engineer,Yokogawa,"Riyadh, Saudi Arabia ",21 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/k2eu6oucbxf7-rd-engineer-yokogawa-riyadh-saudi-arabia
IT Assistant,Accor,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/bvgbfsuutk1z-it-assistant-accor-dubai-united-arab-emirates
Delivery Manager,Network International,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/6h41suhicmtz-delivery-manager-network-international-dubai-united-arab-emirates
Tech Talent Acquisition Lead,Huspy,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ucncce4rktej-tech-talent-acquisition-lead-huspy-dubai-united-arab-emirates
Teacher - Creative Arts - Aldar Education - AY 26/27,Aldar Education,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/cjvy9y5mr5um-teacher-creative-arts-aldar-education-ay-2627-aldar-education-dubai-united-arab-emirates
Teacher - Primary - Aldar Education - AY 26/27,Aldar Education,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/hp7ejaf3lqaa-teacher-primary-aldar-education-ay-2627-aldar-education-dubai-united-arab-emirates
Risk Analyst - Relocation to Cyprus,Work Life Group NL,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ioghojkxlgbr-risk-analyst-relocation-to-cyprus-work-life-group-nl-dubai-united-arab-emirates
Senior Project Engineer,Energy Job Search,"Dubai, United Arab Emirates ",21 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/xeqow7g4ojvo-senior-project-engineer-energy-job-search-dubai-united-arab-emirates
AI Product Owner.Injaz - Artificial Intelligence.MIT,Mashreq Corporate & Investment Banking Group,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/haj6v9c5jkil-ai-product-ownerinjaz-artificial-intelligencemit-mashreq-corporate-investment-banking-group-dubai-united-arab-emirates
Software Engineer - App Stores,Canonical,"Riyadh, Saudi Arabia ",22 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/jjbt7kfkxylf-software-engineer-app-stores-canonical-riyadh-saudi-arabia
Deputy Project Manager - Deputy Project Manager,Qureos,"Riyadh, Saudi Arabia ",22 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/hfv9dz3dhf2k-deputy-project-manager-deputy-project-manager-qureos-riyadh-saudi-arabia
"Senior Software Engineer, LearnWith.AI (Remote) - $100,000/year USD",Crossover,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/avfdsgvi60x3-senior-software-engineer-learnwithai-remote-100000year-usd-crossover-dubai-united-arab-emirates
IT Specialist,Accor,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/wjejmvfpvufm-it-specialist-accor-dubai-united-arab-emirates
"Senior Quality Assurance Automation Engineer, IgniteTech (Remote) - $100,000/year USD",Crossover,"Dubai, United Arab Emirates ",22 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/snrhxngx1py6-senior-quality-assurance-automation-engineer-ignitetech-remote-100000year-usd-crossover-dubai-united-arab-emirates
Senior Portfolio Manager - Airline Ops IT projects,Etihad,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/gfwvwtv8wlew-senior-portfolio-manager-airline-ops-it-projects-etihad-dubai-united-arab-emirates
Senior Network Operations Engineer (Core42),Core42,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/kgjh34dzwvvp-senior-network-operations-engineer-core42-core42-dubai-united-arab-emirates
Rust Engineering Lead - Linux and Open Source,Canonical,"Makkah, Saudi Arabia ",22 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gijbqkcxanaq-rust-engineering-lead-linux-and-open-source-canonical-makkah-saudi-arabia
Automation Engineer,Energy Job Search,"Riyadh, Saudi Arabia ",22 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/zz8sdppeh1co-automation-engineer-energy-job-search-riyadh-saudi-arabia
Senior Reporter,ION,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ncclpawleac1-senior-reporter-ion-dubai-united-arab-emirates
Human Resources Support Specialist,The First Group Hospitality,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/lxvfjqcobrp0-human-resources-support-specialist-the-first-group-hospitality-dubai-united-arab-emirates
"Administrator - Jubail Industrial City, Eastern Province (On-site)",ANDRITZ,"Riyadh, Saudi Arabia ",23 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/58o9kaljj5oo-administrator-jubail-industrial-city-eastern-province-on-site-andritz-riyadh-saudi-arabia
Senior Front-End Engineer - Remote,Pragmatike,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/lvup5bs1nc5z-senior-front-end-engineer-remote-pragmatike-dubai-united-arab-emirates
IT support service desk,DXC Technology,"Riyadh, Saudi Arabia ",24 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/h0brkbdrmvfw-it-support-service-desk-dxc-technology-riyadh-saudi-arabia
Business Development Manager,Viridien,"Riyadh, Saudi Arabia ",22 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/sdxidmmrvggz-business-development-manager-viridien-riyadh-saudi-arabia
"PROGRAMME MANAGEMENT OFFICER (TEMPORARY JOB OPENING), P3
Job ID : 270147",Urban Resilience Hub by UNHabitat's CRGP,"Dubai, United Arab Emirates ",27 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/udlaef56wvfj-programme-management-officer-temporary-job-opening-p3-job-id-270147-urban-resilience-hub-by-un-habitats-crgp-dubai-united-arab-emirates
IT Senior Application Service Desk,M42 Health,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/jbvl2tvzq419-it-senior-application-service-desk-m42-health-dubai-united-arab-emirates
Investment Risk Analyst,Abu Dhabi Capital Group,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ohdgnwlxfigg-investment-risk-analyst-abu-dhabi-capital-group-dubai-united-arab-emirates
Delivery Lead - Digital Transformation,EDGE,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/slhwiludr1mt-delivery-lead-digital-transformation-edge-dubai-united-arab-emirates
Quality Manager,Marriott International,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/o7skjxg445so-quality-manager-marriott-international-dubai-united-arab-emirates
Solution Advisory Consultant (m/f/d),Jedox,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/wkrgborldmov-solution-advisory-consultant-mfd-jedox-dubai-united-arab-emirates
IT Support Specialist,Patch My PC,"Dubai, United Arab Emirates ",24 days ago,Part Time,,https://wuzzuf.net/jobs/p/g/8kompmqwpdny-it-support-specialist-patch-my-pc-dubai-united-arab-emirates
"Technical Support Engineer (Riyadh, KSA)",FileCloud,"Riyadh, Saudi Arabia ",24 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/dwhnitohzoe3-technical-support-engineer-riyadh-ksa-filecloud-riyadh-saudi-arabia
Senior Project Engineer,"McDermott International, Ltd","Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/s9gbdtadpxfk-senior-project-engineer-mcdermott-international-ltd-dubai-united-arab-emirates
QA/QC Manager,Talent at,"Riyadh, Saudi Arabia ",25 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/1fiszbz2eucl-qaqc-manager-talent-at-riyadh-saudi-arabia
Business Development Manager - Europe,VT Markets,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/fgsmx6t6vk6p-business-development-manager-europe-vt-markets-dubai-united-arab-emirates
Field Support Engineer (H/F) - SAFRAN AEROSYSTEMS SERVICES MIDDLE EAST DWV LLC,AEROCONTACT,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/o4rfkavbliuv-field-support-engineer-hf-safran-aerosystems-services-middle-east-dwv-llc-aerocontact-dubai-united-arab-emirates
Web Developer -Abu Dhabi,Parker Premier Real Estate,"Dubai, United Arab Emirates ",25 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/l1cgf0vuhkmx-web-developer-abu-dhabi-parker-premier-real-estate-dubai-united-arab-emirates
Oracle Certified Professional: Java SE 21 Developer,Ziphire HR,"Dubai, United Arab Emirates ",26 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/2hvkp9vi8wrc-oracle-certified-professional-java-se-21-developer-ziphire-hr-dubai-united-arab-emirates
Senior Project Control Manager,Penspen,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/om6bf8ol6hbi-senior-project-control-manager-penspen-dubai-united-arab-emirates
Senior Event Manager,CocaCola Arena,"Dubai, United Arab Emirates ",26 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/qivgdjig2bdd-senior-event-manager-coca-cola-arena-dubai-united-arab-emirates
Product Manager (Revenue & Conversion-Driven) | (ON-SITE IN DUBAI) - J398,Affjobs,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/qvyz5ysappu6-product-manager-revenue-conversion-driven-on-site-in-dubai-j398-affjobs-dubai-united-arab-emirates
Pre-Sales Engineer – Network & Security,Precedence Technologies,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/gkntrfo0r0sc-pre-sales-engineer-network-security-precedence-technologies-dubai-united-arab-emirates
"Growth Lead, UAE",nsave,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/2pygly5se6qb-growth-lead-uae-nsave-dubai-united-arab-emirates
Performance Engineer - Open Source,Canonical,"Makkah, Saudi Arabia ",26 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/nq09ugx4pkuc-performance-engineer-open-source-canonical-makkah-saudi-arabia
Manager Flight Operations Support,Etihad,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/zttgkwuau5tu-manager-flight-operations-support-etihad-dubai-united-arab-emirates
Java Developer (Trading Engine),OneBullEx,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/0tmegmsgua3w-java-developer-trading-engine-onebullex-dubai-united-arab-emirates
Applied AI Engineer,Deriv,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/fpzplypg61ud-applied-ai-engineer-deriv-dubai-united-arab-emirates
"Technical Lead, EMEA GeoExpansion",Google,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/bnnokn3uqze8-technical-lead-emea-geoexpansion-google-dubai-united-arab-emirates
Chief Engineer - The St. Regis Downtown Dubai,Marriott International,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/jreumjuo4rxc-chief-engineer-the-st-regis-downtown-dubai-marriott-international-dubai-united-arab-emirates
Senior Product Compliance Manager - MEA,Wise,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/o1sxqtprygfe-senior-product-compliance-manager-mea-wise-dubai-united-arab-emirates
Communications Team Leader,Keolis.MHI,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/oo3bxfz4su15-communications-team-leader-keolis-mhi-dubai-united-arab-emirates
Associate - McKinsey Digital,McKinsey & Company,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/v5nznhmktqqi-associate-mckinsey-digital-mckinsey-company-dubai-united-arab-emirates
Customer Success Manager,DoorDash,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ne7syusaonkp-customer-success-manager-doordash-dubai-united-arab-emirates
Software Development Intern,Bosch Middle East,"Riyadh, Saudi Arabia ",1 month ago,Part Time,,https://wuzzuf.net/saudi/jobs/p/g/abj7oo9cq29v-software-development-intern-bosch-middle-east-riyadh-saudi-arabia
CRM Developer - Dyanmic 365,Talent Blueprint FZ LLC,"Riyadh, Saudi Arabia ",1 month ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/nblnbxa1riwh-crm-developer-dyanmic-365-talent-blueprint-fz-llc-riyadh-saudi-arabia
Lead Electrical Engineer – Mission Critical,GHD,"Dubai, United Arab Emirates ",29 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/wefkpseeymbe-lead-electrical-engineer-mission-critical-ghd-dubai-united-arab-emirates
Delivery Manager,Toptal,"Riyadh, Saudi Arabia ",29 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/rstmkovvyu2d-delivery-manager-toptal-riyadh-saudi-arabia
Senior Cloud & Application Modernization Engineer,CyberGate Defense,"Dubai, United Arab Emirates ",1 month ago,Full Time,,https://wuzzuf.net/jobs/p/g/quauqerualdv-senior-cloud-application-modernization-engineer-cybergate-defense-dubai-united-arab-emirates
Statistics and Data Science - Assistant Professor Tenure Track,American University of Kuwait (AUK),"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/m3oi7nxkriqo-statistics-and-data-science-assistant-professor-tenure-track-american-university-of-kuwait-auk-dubai-united-arab-emirates
Project Management Associate,Energy Job Search,"Riyadh, Saudi Arabia ",1 month ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/a4uikdjlpmwy-project-management-associate-energy-job-search-riyadh-saudi-arabia
Product Manager,Qureos,"Dubai, United Arab Emirates ",1 month ago,Full Time,,https://wuzzuf.net/jobs/p/g/4cmcrjqqxma6-product-manager-qureos-dubai-united-arab-emirates
Data Engineer,Capgemini Engineering,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/rpshu7yvutug-data-engineer-capgemini-engineering-riyadh-saudi-arabia
Senior Product Manager,BeyondED,"Riyadh, Saudi Arabia ",1 month ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/rgjyhetmakwi-senior-product-manager-beyond-ed-riyadh-saudi-arabia
Quantitative Researcher,Jobs via eFinancialCareers,"Dubai, United Arab Emirates ",28 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/swz9azjpiuxq-quantitative-researcher-jobs-via-efinancialcareers-dubai-united-arab-emirates
Senior Contract Manager,Tap Payments,"Riyadh, Saudi Arabia ",1 month ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/14vkfghvq1tu-senior-contract-manager-tap-payments-riyadh-saudi-arabia
Cyber Security specialist,Ebttikar Technology Company,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/lbrhz9jouupd-cyber-security-specialist-ebttikar-technology-company-riyadh-saudi-arabia
IT Infrastructure Engineer,Adaptive Solutions,"Cairo, Egypt ",3 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/uo6enpgpufbf-it-infrastructure-engineer-adaptive-solutions-cairo-egypt
Project Manager- Core Banking Program (Techno Functional),Dicetek LLC,"Dubai, United Arab Emirates ",3 months ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/ubqxcbuozpym-project-manager-core-banking-program-techno-functional-dicetek-llc-dubai-united-arab-emirates
Senior Network & Wireless Ops Engineer,DXC Technology,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/xayq83snjsw5-senior-network-wireless-ops-engineer-dxc-technology-riyadh-saudi-arabia
"Senior Commercial Manager, Middle East",Rondo Energy,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/qsuqdyvxol0y-senior-commercial-manager-middle-east-rondo-energy-dubai-united-arab-emirates
Part-time Sales (Remote),Flowmingo AI,"Dubai, United Arab Emirates ",2 months ago,Part Time,,https://wuzzuf.net/jobs/p/g/xubxn4h1pumv-part-time-sales-remote-flowmingo-ai-dubai-united-arab-emirates
HR Analyst (6-Month Contract),CBRE,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/7hgc8e7kvbv3-hr-analyst-6-month-contract-cbre-dubai-united-arab-emirates
"Manager, Specialist Sales, Transfer Solutions",Mastercard,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/mlkeiuh7pxtb-manager-specialist-sales-transfer-solutions-mastercard-dubai-united-arab-emirates
AI Engineer,U X E SECURITY SOLUTIONS L.L.C,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/nogvrkjzjlfa-ai-engineer-u-x-e-security-solutions-l-l-c-dubai-united-arab-emirates
Agricultural Engineer,Alex agriculture,"Noubaria, Beheira, Egypt ",4 months ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/wj9yzzibv65o-agricultural-engineer-alex-agriculture-beheira-egypt
Program Manager -Professional Services Saudi Arabia,Fortinet,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/9fwi11aogjb8-program-manager-professional-services-saudi-arabia-fortinet-riyadh-saudi-arabia
Senior Mineral Driller,Fugro,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/cw0kviin5rv8-senior-mineral-driller-fugro-riyadh-saudi-arabia
Senior IT Cloud Security Engineer,Migrate,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/59tjnknbdxxx-senior-it-cloud-security-engineer-migrate-dubai-united-arab-emirates
Business Analyst,Takamol Holding,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/yxsspjhba0vu-business-analyst-takamol-holding-riyadh-saudi-arabia
Senior Specialist - Financial Analyst (RES347),Qiddiya | القدية,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/qzs7pg1hemlv-senior-specialist-financial-analyst-res347-qiddiya-alkdy-riyadh-saudi-arabia
Head of Information Technology,Agile Consultants,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/hiwkw8bjgdic-head-of-information-technology-agile-consultants-dubai-united-arab-emirates
Golang Engineer,Canonical,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/tn8lwacn9i0c-golang-engineer-canonical-riyadh-saudi-arabia
Technical Program Manager,Monad Foundation,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/h2aphxb5x4zm-technical-program-manager-monad-foundation-dubai-united-arab-emirates
Salesforce Administrator,Seattle Aviation Solutions,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/v0jxlqfhwzek-salesforce-administrator-seattle-aviation-solutions-dubai-united-arab-emirates
Public Program Lead,APCO Worldwide,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/3yvbbugqafla-public-program-lead-apco-worldwide-riyadh-saudi-arabia
Software Engineer - Python and K8s,Canonical,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/at89p28ism0a-software-engineer-python-and-k8s-canonical-riyadh-saudi-arabia
Product Manager,Burjline Builders,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/yzkyd2st0keg-product-manager-burjline-builders-dubai-united-arab-emirates
Business Process Improvement Analyst,Loyal To Cumbria,"Makkah, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/t7c1tnbuytnd-business-process-improvement-analyst-loyal-to-cumbria-makkah-saudi-arabia
Information Security Engineer - VAPT (Saudi National),Tabby,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ll4qcmguubs8-information-security-engineer-vapt-saudi-national-tabby-riyadh-saudi-arabia
